info,is_mrna_tf,name,selected,shared.name,updown,significance
dummy,,,false,mir-210-3p/let-7c-5p,dummy,
mirna,,mir-130a-5p,false,mir-130a-5p,Down,2.0182086891196e-05
dummy,,,false,mir-130a-5p/let-7c-5p,dummy,
mirna,,mir-129-5p,false,mir-129-5p,Down,0.18738788004001
dummy,,,false,mir-129-5p/mir-429,dummy,
mirna,,mir-30b-3p,false,mir-30b-3p,Up,1.13633049412661e-06
dummy,,,false,mir-30b-3p/mir-495-3p,dummy,
mirna,,mir-9-3p,false,mir-9-3p,Down,0.0100835472991085
dummy,,,false,mir-9-3p/mir-20b-5p,dummy,
mirna,,mir-148a-3p,false,mir-148a-3p,Up,0.0398097613970424
dummy,,,false,mir-148a-3p/mir-363-3p,dummy,
mirna,,mir-301b-3p,false,mir-301b-3p,Down,0.898248790737942
dummy,,,false,mir-301b-3p/mir-642a-5p,dummy,
mirna,,mir-221-5p,false,mir-221-5p,Up,2.57263473715428e-14
dummy,,,false,mir-221-5p/mir-616-5p,dummy,
mirna,,mir-144-3p,false,mir-144-3p,Up,0.0563756718762284
dummy,,,false,mir-144-3p/mir-30c-5p,dummy,
mirna,,mir-589-3p,false,mir-589-3p,Up,0.0748371185031596
dummy,,,false,mir-589-3p/let-7c-5p,dummy,
mirna,,mir-483-3p,false,mir-483-3p,Down,6.6495154871551e-14
dummy,,,false,mir-483-3p/mir-3662,dummy,
mirna,,mir-503-5p,false,mir-503-5p,Up,0.533157596898855
dummy,,,false,mir-503-5p/mir-320d,dummy,
mirna,,mir-616-5p,false,mir-616-5p,Up,2.78011262361055e-05
dummy,,,false,mir-616-5p/mir-7-5p,dummy,
dummy,,,false,mir-148a-3p/mir-9-5p,dummy,
mirna,,mir-194-3p,false,mir-194-3p,Down,1.02499156439359e-10
dummy,,,false,mir-194-3p/mir-323a-3p,dummy,
mirna,,mir-369-3p,false,mir-369-3p,Down,0.00147150561679276
dummy,,,false,mir-369-3p/mir-224-5p,dummy,
mirna,,mir-130a-3p,false,mir-130a-3p,Down,8.44920955463004e-06
dummy,,,false,mir-130a-3p/mir-362-5p,dummy,
dummy,,,false,mir-940/mir-221-5p,dummy,
mirna,,mir-23a-5p,false,mir-23a-5p,Down,0.365045286796167
dummy,,,false,mir-23a-5p/mir-222-5p,dummy,
dummy,,,false,mir-320b/mir-192-3p,dummy,
mirna,,mir-377-5p,false,mir-377-5p,Down,2.16931213939025e-05
dummy,,,false,mir-377-5p/mir-149-3p,dummy,
mirna,,mir-103a-2-5p,false,mir-103a-2-5p,Up,0.222535499038227
dummy,,,false,mir-103a-2-5p/mir-19a-3p,dummy,
mirna,,mir-224-5p,false,mir-224-5p,Up,0.0827166304285474
dummy,,,false,mir-224-5p/mir-130a-3p,dummy,
mirna,,mir-3614-5p,false,mir-3614-5p,Up,0.461948909186712
dummy,,,false,mir-3614-5p/mir-615-3p,dummy,
mirna,,mir-200a-5p,false,mir-200a-5p,Up,0.871712050732505
dummy,,,false,mir-200a-5p/mir-30b-3p,dummy,
dummy,,,false,mir-30b-3p/mir-200b-5p,dummy,
mirna,,mir-149-5p,false,mir-149-5p,Down,0.00430927656019568
dummy,,,false,mir-149-5p/mir-193b-3p,dummy,
mirna,,mir-20b-5p,false,mir-20b-5p,Down,0.15270823885516
dummy,,,false,mir-20b-5p/mir-106a-5p,dummy,
mirna,,mir-429,false,mir-429,Down,0.2235844830727
dummy,,,false,mir-429/mir-200a-3p,dummy,
mirna,,mir-141-3p,false,mir-141-3p,Up,0.00251555126938497
dummy,,,false,mir-141-3p/mir-19b-3p,dummy,
mirna,,mir-20a-5p,false,mir-20a-5p,Up,0.52644039376038
dummy,,,false,mir-20a-5p/mir-381-3p,dummy,
dummy,,,false,mir-378a-3p/mir-30c-5p,dummy,
mirna,,mir-138-5p,false,mir-138-5p,Down,4.9178442516638e-13
dummy,,,false,mir-138-5p/mir-18a-3p,dummy,
mirna,,mir-625-5p,false,mir-625-5p,Down,0.918108381381489
dummy,,,false,mir-625-5p/mir-589-3p,dummy,
mirna,,mir-223-5p,false,mir-223-5p,Down,0.349908444574804
dummy,,,false,mir-223-5p/mir-582-5p,dummy,
dummy,,,false,mir-141-3p/mir-378c,dummy,
dummy,,,false,mir-141-3p/mir-378a-3p,dummy,
dummy,,,false,mir-483-3p/mir-103a-2-5p,dummy,
mirna,,mir-222-5p,false,mir-222-5p,Up,1.31500819310995e-14
dummy,,,false,mir-222-5p/mir-7-5p,dummy,
mirna,,mir-758-3p,false,mir-758-3p,Down,0.00020264799847796
dummy,,,false,mir-758-3p/mir-381-3p,dummy,
dummy,,,false,mir-19a-3p/mir-381-3p,dummy,
dummy,,,false,mir-19b-3p/mir-381-3p,dummy,
dummy,,,false,mir-149-5p/mir-182-5p,dummy,
dummy,,,false,mir-106a-5p/mir-9-5p,dummy,
mirna,,mir-218-5p,false,mir-218-5p,Up,7.5939039152046e-06
dummy,,,false,mir-218-5p/mir-196a-5p,dummy,
mirna,,let-7c-5p,false,let-7c-5p,Down,0.487379338998123
mirna,,mir-494-3p,false,mir-494-3p,Down,0.0150102243787244
mirna,,mir-150-3p,false,mir-150-3p,Down,0.137564473991846
mirna,,mir-18a-5p,false,mir-18a-5p,Down,0.712565478684646
mirna,,mir-345-5p,false,mir-345-5p,Down,0.250739328320588
mirna,,mir-193b-3p,false,mir-193b-3p,Up,0.278501614684647
mirna,,mir-125b-2-3p,false,mir-125b-2-3p,Down,0.27597425530838
mirna,,mir-378c,false,mir-378c,Down,0.343535680749891
mirna,,mir-192-3p,false,mir-192-3p,Down,6.29791926217198e-14
mirna,,mir-200a-3p,false,mir-200a-3p,Down,0.536217736590116
mirna,,mir-24-2-5p,false,mir-24-2-5p,Down,0.00719349763227065
mirna,,mir-7-5p,false,mir-7-5p,Up,0.154017521280162
mirna,,mir-29c-3p,false,mir-29c-3p,Up,0.650354740070474
mirna,,mir-495-3p,false,mir-495-3p,Down,9.28453622161423e-06
mirna,,mir-363-3p,false,mir-363-3p,Down,0.0031598017131187
mirna,,mir-642a-5p,false,mir-642a-5p,Up,0.239173749367689
mirna,,mir-3662,false,mir-3662,Down,0.85550759615102
mirna,,mir-320d,false,mir-320d,Down,0.0184794050987626
mirna,,mir-323a-3p,false,mir-323a-3p,Down,0.00310379137084309
mirna,,mir-362-5p,false,mir-362-5p,Up,0.516551886391167
mirna,,mir-149-3p,false,mir-149-3p,Down,0.130326135662009
mirna,,mir-615-3p,false,mir-615-3p,Down,6.41009077260395e-06
mirna,,mir-200b-5p,false,mir-200b-5p,Down,0.507455873387087
mirna,,mir-381-3p,false,mir-381-3p,Down,0.00012106417111784
mirna,,mir-18a-3p,false,mir-18a-3p,Down,0.8172544724691
mrna,false,AQP3,false,AQP3,Down,
mrna,false,RHOB,false,RHOB,Down,
mrna,false,BMP3,false,BMP3,Down,
mrna,false,CDH2,false,CDH2,Up,
mrna,false,CDK6,false,CDK6,Up,
mrna,false,CLU,false,CLU,Down,
mrna,false,COL3A1,false,COL3A1,Up,
mrna,false,CPS1,false,CPS1,Down,
mrna,true,EN2,false,EN2,Up,
mrna,false,EREG,false,EREG,Down,
mrna,false,FBN2,false,FBN2,Up,
mrna,true,GLI2,false,GLI2,Up,
mrna,false,TNC,false,TNC,Up,
mrna,false,IGF2,false,IGF2,Up,
mrna,false,INHBA,false,INHBA,Up,
mrna,true,IRF1,false,IRF1,Up,
mrna,false,ITGB1,false,ITGB1,Up,
mrna,false,KCNJ6,false,KCNJ6,Up,
mrna,false,MAP1B,false,MAP1B,Up,
mrna,false,PDE3A,false,PDE3A,Up,
mrna,false,PRKAA2,false,PRKAA2,Down,
mrna,true,RORA,false,RORA,Down,
mrna,true,SALL1,false,SALL1,Up,
mrna,true,SHOX2,false,SHOX2,Up,
mrna,false,SOD2,false,SOD2,Down,
mrna,true,SOX11,false,SOX11,Up,
mrna,false,TGFB2,false,TGFB2,Up,
mrna,false,THBS1,false,THBS1,Down,
mrna,false,UGCG,false,UGCG,Down,
mrna,true,HMGA2,false,HMGA2,Up,
mrna,false,H2BC8,false,H2BC8,Up,
mrna,false,CDK5R1,false,CDK5R1,Up,
mrna,false,LIPG,false,LIPG,Up,
mrna,false,ADAMTS2,false,ADAMTS2,Up,
mrna,false,GFPT2,false,GFPT2,Up,
mrna,false,GJC1,false,GJC1,Up,
mrna,false,TSPAN1,false,TSPAN1,Down,
mrna,false,SEC24A,false,SEC24A,Down,
mrna,false,MLLT11,false,MLLT11,Up,
mrna,false,DKK1,false,DKK1,Up,
mrna,false,PSD3,false,PSD3,Down,
mrna,false,CBX5,false,CBX5,Up,
mrna,false,SLC7A11,false,SLC7A11,Up,
mrna,false,GPSM1,false,GPSM1,Up,
mrna,false,MYOF,false,MYOF,Up,
mrna,false,RGS17,false,RGS17,Down,
mrna,false,SLC38A2,false,SLC38A2,Up,
mrna,false,LAX1,false,LAX1,Up,
mrna,false,PCDH10,false,PCDH10,Down,
mrna,false,KIAA1549,false,KIAA1549,Up,
mrna,false,ENPP5,false,ENPP5,Down,
mrna,false,CACNG8,false,CACNG8,Up,
mrna,false,HHIP,false,HHIP,Down,
mrna,false,CSMD1,false,CSMD1,Down,
mrna,false,MARCKSL1,false,MARCKSL1,Up,
mrna,false,RASL11B,false,RASL11B,Up,
mrna,false,GREB1L,false,GREB1L,Down,
mrna,true,LCOR,false,LCOR,Down,
mrna,false,EMB,false,EMB,Down,
mrna,false,DIRAS1,false,DIRAS1,Down,
mrna,false,ZDHHC15,false,ZDHHC15,Down,
mrna,false,TMEM154,false,TMEM154,Down,
mrna,false,PRR15,false,PRR15,Down,
mrna,false,PRTG,false,PRTG,Up,
mrna,false,SAMD12,false,SAMD12,Down,
mrna,false,PALM2AKAP2,false,PALM2AKAP2,Up,
mrna,false,MTRNR2L8,false,MTRNR2L8,Down,
